 0,953.511,1,967.204,0
 0,987.471,1,991.505,1
 0,942.489,1,960.287,0
 0,993.205,1,983.623,1
 0,997.433,1,1030.32,999
 0,976.833,1,970.652,1
 0,999.252,1,1023,999
 0,985.783,1,1005.08,1
 0,948.81,1,952.8,0
 0,979.083,1,966.015,0
 0,949.446,1,956.48,0
 0,995.984,1,1000.52,1
 0,977.838,1,962.544,1
 0,988.407,1,981.491,1
 0,984.93,1,984.078,0
 0,995.933,1,967.293,1
 0,994.047,1,1003.05,1
 0,974.478,1,953.802,1
 0,978.27,1,950.44,1
 0,969.396,1,965.42,0
 0,977.127,1,961.821,1
 0,951.951,1,951.347,0
 0,967.644,1,977.999,1
 0,984.323,1,1001.03,1
 0,978.89,1,959.885,1
 0,991.713,1,969.318,0
 0,961.621,1,958.49,0
 0,981.456,1,1011.65,999
 0,939.785,1,955.2,0
 0,944.022,1,960.047,0
 0,991.672,1,964.219,1
 0,968.438,1,946.064,0
 0,982.962,1,1005.86,999
 0,999.408,1,1013.82,1
 0,1000.48,1,1023.61,1
 0,990.011,1,997.385,999
 0,934.218,1,952.833,0
 0,985.83,1,992.194,1
 0,965.679,1,988.384,1
 0,971.716,1,955.306,1
 0,962.938,1,953.491,0
 0,987.629,1,967.046,0
 0,975.316,1,964.41,0
 0,994.557,1,966.995,1
 0,1005.55,1,995.118,1
 0,967.528,1,963.261,0
 0,974.388,1,996.432,999
 0,980.271,1,980.26,1
 0,936.793,1,955.584,0
 0,987.218,1,957.891,1
 0,989.484,1,959.515,0
 0,954.201,1,969.581,0
 0,965.069,1,941.01,0
 0,989.862,1,961.735,1
 0,959.906,1,961.564,0
 0,949.375,1,961.277,0
 0,956.028,1,962.591,0
 0,1003.74,1,1017.5,999
 0,942.368,1,963.066,0
 0,1001.57,1,1015.7,1
 0,998.356,1,1017.09,999
 0,998.193,1,1003.1,1
 0,989.755,1,966.883,1
 0,994.645,1,998.489,1
 0,981.133,1,995.205,1
 0,978.616,1,951.018,1
 0,990.476,1,1016.82,1
 0,953.457,1,947.405,0
 0,962.171,1,964.489,0
 0,970.562,1,960.889,0
 0,966.937,1,961.832,0
 0,967.693,1,949.399,0
 0,985.36,1,991.2,1
 0,992.171,1,981.685,1
 0,995.97,1,988.814,1
 0,989.935,1,958.654,1
 0,990.873,1,1010.61,999
 0,986.908,1,1020.96,1
 0,991.253,1,983.74,1
 0,949.056,1,969.929,0
 0,978.191,1,962.861,0
 0,937.092,1,960.141,0
 0,997.761,1,1002.94,1
 0,988.978,1,993.133,1
 0,952.86,1,949.173,0
 0,978.675,1,1009.27,999
 0,974.044,1,960.367,0
